"ts_name","noise"
"D201",4.11326264600938
"D202",9.01338904733847
"D203",9.073025007345
"D204",9.19997522054149
"D205",1.26114425512625
"D206",1.01766977714759
"D207",11.1595545375196
"D208",3.86518707384871
"D209",3.66549237436264
"D210",3.62541003836216
"D211",3.6644669405779
"D212",17.8417927636216
"D213",17.6937557477524
"D214",17.3228652617135
"D215",17.6793514113271
"D216",4.10256694167589
"D217",9.11812309108958
"D218",8.0108781749264
"D219",8.22145018256505
"D220",8.2373612169274
"D221",8.49445366351883
"D222",2.44292556847913
"D223",3.94994486374413
"D224",3.08908300512622
"D225",3.2904056900929
"D226",2.67376193800831
"D227",2.85894125205722
"D228",2.42482042385082
"D229",3.01784440036566
"D230",1.52702798093843
"D231",16.8486353500025
"D232",1.64430556965719
"D233",32.8852005716508
"D234",16.3678855378843
"D235",4.55706457986452
"D236",4.28414311676391
"D237",4.39853683041407
"D238",4.31098582280942
"D239",1.64897836339604
"D240",1.70735215839593
"D241",1.81586783039437
"D242",0.996780373929184
"D243",0.866967793294003
"D244",0.954549758279702
"D245",0.982283995533827
"D246",2.23765839086906
"D247",8.38788051095338
"D248",13.3864103076802
"D249",10.8544291967054
"D250",10.840579719287
"D251",10.9058785739227
"D252",6.75685463843688
"D253",6.66455889113031
"D254",6.39759818813459
"D255",6.62649361704082
"D256",122.439016550364
"D257",7.1380532606133
"D258",6.96490758539144
"D259",7.60260711828035
"D260",7.2341913277546
"D261",6.0354269925055
"D262",7.0001986718623
"D263",8.5264551493841
"D264",52.6053921862261
"D265",8.1917690838451
"D266",6.41128708335897
"D267",6.11949702114125
"D268",6.9875796936104
"D269",6.54305863642991
"D270",8.56381194492058
"D271",7.316351924223
"D272",8.73767154276391
"D273",7.78664782534431
"D274",2.43072337910889
"D275",2.1298783266997
"D276",2.57885163527609
"D277",2.34951563553294
"D278",2.76420352853194
"D279",2.75640366179717
"D280",2.70741583228378
"D281",5.77006409675627
"D282",6.3893216994611
"D283",6.56499115334184
"D284",11.9308398254603
"D285",180.267677071059
"D286",1.09979134699566
"D287",0.98443314709854
"D288",1.14209386718265
"D289",1.20295781098428
"D290",16.4424611168628
"D291",16.2759939799194
"D292",16.0965515479298
"D293",16.0603688969643
"D294",1.23451322879621
"D295",35.9151936634004
"D296",35.6293457637466
"D297",35.0564952267006
"D298",35.8703724241984
"D299",23.471127497931
"D300",23.1081155660647
"D301",22.7185309602044
"D302",8.20832943212648
"D303",9.7582415063025
"D304",10.3861566743047
"D305",10.0530641490541
"D306",7.11919055865537
"D307",6.68549298190656
"D308",7.13241304122534
"D309",6.8634559655148
"D310",5.08082023347108
"D311",4.451931551829
"D312",4.72867249747664
"D313",4.49030391806984
"D314",3.87138898608481
"D315",3.45011509864844
"D316",3.8501992114712
"D317",3.65617159668954
"D318",44.1085801072798
"D319",44.4398518534959
"D320",41.9510108723999
"D321",42.9647117371064
"D322",38.0260672570433
"D323",38.5716060147617
"D324",35.0379319132366
"D325",36.2015253125379
"D326",7.87488142817636
"D327",6.86065585454234
"D328",6.89642530956151
"D329",7.04366649676891
"D330",6.75371940755708
"D331",7.0289496272731
"D332",5.37843980698969
"D333",5.28150716061957
"D334",5.79589156962961
"D335",5.66999454179451
"D336",4.78711426402134
"D337",4.73701342969391
"D338",5.29532124765934
"D339",5.19051496187974
"D340",8.90914839008942
"D341",8.26738483629108
"D342",7.36790872503042
"D343",7.80173802321683
"D344",11.5895961466338
"D345",11.9578951191316
"D346",12.022204826955
"D347",12.1724558514145
"D348",11.8940884268087
"D349",11.697605676618
"D350",12.0712138139648
"D351",153.663803535807
"D352",13.0030407966271
"D353",12.825614693181
"D354",13.3904327896054
"D355",15.6920793590984
"D356",16.0758652551962
"D357",14.8904303333716
"D358",15.7615822118464
"D359",17.5577820269384
"D360",17.4226051362871
"D361",16.1686634641791
"D362",17.0727090825649
"D363",15.3910343706044
"D364",14.6977722275574
"D365",15.2923912811851
"D366",19.3476310380482
"D367",17.9541015144592
"D368",17.9667351683431
"D369",18.331484949913
"D370",1.60144090442765
"D371",15.2464323762288
"D372",13.7239775303131
"D373",14.1973412265166
"D374",14.2039560949211
"D375",18.9477308532809
"D376",17.0247126251925
"D377",17.5853726990361
"D378",17.7325064650166
"D379",8.72440619836179
"D380",78.5293419465015
"D381",15.3073466935092
"D382",16.0354140928161
"D383",15.9091864116981
"D384",7.9444981400602
"D385",7.01202459168515
"D386",6.98645992082798
"D387",7.11135589736979
"D388",5.10102389272533
"D389",6.66259397775637
"D390",2.64203465432701
"D391",5.17547962437565
"D392",5.28287659599299
"D393",0.737409429815613
"D394",0.723815546527482
"D395",0.739480490662347
"D396",17.0449178110362
"D397",15.0741170371758
"D398",15.3626995349136
"D399",15.4868897200454
"D400",15.2376784367787
"D401",15.5476871881697
"D402",15.7293833254709
"D403",35.7920700657129
"D404",3.56078880704162
"D405",2.86045756155069
"D406",3.33831989751805
"D407",3.30810315744354
"D408",1.46274175014725
"D409",8.0641073900156
"D410",7.29359464529549
"D411",7.83960310944196
"D412",14.6933400902209
"D413",13.9836623579436
"D414",14.5883108160027
"D415",8.52946166791125
"D416",37.5938272929324
"D417",37.0115160398932
"D418",36.9022235360309
"D419",7.03000362196063
"D420",3.76134036137228
"D421",4.51522464791355
"D422",0.83742337127976
"D423",18.9733743764545
"D424",2.00017483176515
"D425",2.24205347377898
"D426",3.38931285588771
"D427",3.75752423841919
"D428",5.02264861731016
"D429",5.69622952123061
"D430",1.38626331617329
"D431",8.13287270570748
"D432",6.3887650819422
"D433",5.69765913352961
"D434",3.69835891024423
"D435",8.66813192410672
"D436",5.24360900476694
"D437",6.04318314486241
"D438",2.93284360257685
"D439",2.66995305277181
"D440",3.839388669098
"D441",1.08876866966211
"D442",1.26260968415261
"D443",2.26080717177215
"D444",3.99535711550912
"D445",8.77865794216
"D446",38.012244253154
"D447",35.9771483500567
"D448",41.9919472203896
"D449",54.5480327461827
"D450",10.0321043006938
"D451",9.67042547818498
"D452",15.8736519031429
"D453",40.4447818977274
"D454",42.5707794964707
"D455",10.0695948837173
"D456",6.83285766550353
"D457",69.4348836736954
"D458",24.960853899482
"D459",8.68305515021202
"D460",9.06014484784695
"D461",9.20736901896573
"D462",28.9504446367853
"D463",37.3927455669316
"D464",27.7438697620057
"D465",5.63309834405612
"D466",20.1622019665563
"D467",36.1219572419718
"D468",8.87887544266985
"D469",24.4989929015841
"D470",11.800552562586
"D471",27.4493489794551
"D472",36.6077115647045
"D473",23.3400574698462
"D474",27.3711268226043
"D475",30.8522079689114
"D476",36.6002991400542
"D477",38.8783668667602
"D478",44.4685235374451
"D479",8.05119303543645
"D480",8.87862113139318
"D481",9.67032640528699
"D482",28.7997887651613
"D483",31.034462867501
"D484",62.6151364578124
"D485",37.6877171872556
"D486",42.9152382965312
"D487",65.853028728042
"D488",43.4510644029181
"D489",45.5433340619257
"D490",56.1992535379494
"D491",37.2201649560582
"D492",31.3997016576027
"D493",43.79775804063
"D494",44.8502593407273
"D495",44.745537025301
"D496",50.9615126924025
"D497",43.4510769597891
"D498",32.4506168780057
"D499",36.6225694813075
"D500",26.9097683114429
"D501",30.9323245699555
"D502",34.0717924602408
"D503",34.8122204179644
"D504",35.3006381703899
"D505",41.0666182814052
"D506",30.3223622094765
"D507",51.8347031640294
"D508",49.6645976220906
"D509",33.2063363507098
"D510",11.3907989568845
"D511",30.7432518703406
"D512",43.4432137869771
"D513",49.8846196914132
"D514",65.0989467711501
"D515",54.7623800121643
"D516",48.7368428001687
"D517",79.4484218014199
"D518",60.8674451378498
"D519",62.2636622420985
"D520",51.496664040638
"D521",51.615127150575
"D522",54.0567636237
"D523",5.77097867774599
"D524",5.46656060924676
"D525",4.53571302747401
"D526",3.31098668757346
"D527",5.90514557667238
"D528",38.0921758365304
"D529",4.70759161460646
"D530",9.96834124491008
"D531",3.25659504570065
"D532",4.58493421608101
"D533",6.84187481855499
"D534",4.8342349306202
"D535",4.36223157005839
"D536",47.7790944869355
"D537",7.74511770779778
"D538",3.40619962480241
"D539",4.6152201008095
"D540",35.7129688896104
"D541",37.5242687537191
"D542",3.28156949313981
"D543",3.43250117987815
"D544",38.8202040873626
"D545",45.1580033206901
"D546",26.2100271212711
"D547",31.7251791551013
"D548",30.6638594922028
"D549",48.8720418299874
"D550",49.0139936323889
"D551",31.9676840501836
"D552",32.6355524647938
"D553",37.3736562796072
"D554",36.3672318134214
"D555",11.2871509222614
"D556",6.70877450514846
"D557",31.4833000586277
"D558",19.9839925033256
"D559",24.0537213464437
"D560",19.7294984418264
"D561",55.0743962331081
"D562",20.8736280764597
"D563",38.2396143717036
"D564",36.1178836889871
"D565",36.3374427355242
"D566",22.7335118573243
"D567",18.6192409881508
"D568",16.9692675216359
"D569",16.6688969990764
"D570",17.7836751480567
"D571",30.4108455438622
"D572",14.025915491286
"D573",15.5216022587801
"D574",15.7881034413711
"D575",27.5978695031819
"D576",13.2260794897767
"D577",23.9359556496843
"D578",21.6060072151078
"D579",11.7863269509155
"D580",19.001360904561
"D581",16.4037027859464
"D582",20.8596845522949
"D583",20.6164980430108
"D584",16.1818705208166
"D585",9.759328539625
"D586",11.8542572244504
"D587",8.64046334919654
"D588",3.91362110315277
"D589",16.039888202655
"D590",11.7086529461095
"D591",10.3231098262352
"D592",8.50959058258863
"D593",25.3096173472827
"D594",17.5709229574028
"D595",11.4889926887911
"D596",11.6120124070617
"D597",14.8957986974537
"D598",7.68913279820976
"D599",17.2044788024929
"D600",9.50023845688342
"D601",9.30284413200759
"D602",11.6020628291804
"D603",9.49305916717008
"D604",36.4627304431626
"D605",8.64201103663276
"D606",10.6783324662691
"D607",10.8595489164751
"D608",10.2666520542856
"D609",11.8003621701871
"D610",7.58081964609834
"D611",8.8436166531978
"D612",11.4256734849469
"D613",34.4790099448395
"D614",11.9695224435823
"D615",12.0732806906125
"D616",13.4189243921239
"D617",12.4308102457726
"D618",14.29256168998
"D619",12.9061040776285
"D620",11.7780831332004
"D621",12.5550115704145
"D622",11.5916287778872
"D623",12.3047951577576
"D624",12.1907302167792
"D625",14.1537908687109
"D626",33.7657532360263
"D627",12.0945739595553
"D628",5.84966859478385
"D629",5.36478389023879
"D630",39.7987468700551
"D631",4.17240380511452
"D632",5.56198364656912
"D633",4.62852179196681
"D634",28.4244164000265
"D635",26.7065270990414
"D636",33.3004414340832
"D637",20.9358339937246
"D638",19.8526463684854
"D639",44.592791954412
"D640",14.8572412052314
"D641",34.4803177894474
"D642",31.743047201195
"D643",46.5731725536055
"D644",17.3497323661531
"D645",16.3866637864579
"D646",21.0904918914034
"D647",12.4046037490901
"D648",8.17768736947755
"D649",132.942044932709
"D650",40.3479903051357
"D651",13.0133339058294
"D652",12.6862877736503
"D653",15.0064503109149
"D654",17.0645499247545
"D655",6.93757962490383
"D656",5.53061023997784
"D657",17.1322742928663
"D658",14.7880120374062
"D659",6.00442025400887
"D660",5.52857942757895
"D661",5.06632474021866
"D662",6.84813225045837
"D663",6.41478493058477
"D664",4.82736247293253
"D665",4.17341058058389
"D666",5.4371868084576
"D667",6.26423404246561
"D668",4.90012079015855
"D669",3.80738568806197
"D670",4.36910150449628
"D671",5.75554259825407
"D672",20.5194673452859
"D673",7.69862745565222
"D674",33.7595139238706
"D675",37.1512170473391
"D676",30.134247650766
"D677",5.54504941601284
"D678",31.1160334891896
"D679",13.0622741101851
"D680",28.8456789534395
"D681",6.31143551752064
"D682",7.82508120795635
"D683",28.3734108682494
"D684",4.7261689419538
"D685",6.43098008489617
"D686",30.0849477170734
"D687",3.86435826325279
"D688",29.8790217717665
"D689",3.43153031487755
"D690",23.7879988511013
"D691",23.0246274856348
"D692",3.70639856948403
"D693",3.73216330119387
"D694",4.43469495802423
"D695",45.6430642326981
"D696",4.95448442173231
"D697",18.7464229617584
"D698",30.3437403446498
"D699",4.81789500120336
"D700",5.06385809318787
"D701",29.4372946707976
"D702",4.05659203385689
"D703",3.87200074615204
"D704",6.44706921674388
"D705",33.6580641149629
"D706",4.90335940043426
"D707",4.4929695274205
"D708",24.0408312531964
"D709",5.43727740803108
"D710",4.51303623323175
"D711",3.46469148422375
"D712",5.95979929849107
"D713",24.0561480753076
"D714",5.30753930571608
"D715",44.4337650741895
"D716",35.077246570968
"D717",6.57450720447934
"D718",5.50901746891853
"D719",8.11298130049832
"D720",7.76291753460204
"D721",7.23561263249859
"D722",9.38012008548902
"D723",16.341290049829
"D724",19.3512847746615
"D725",23.816912853995
"D726",5.89903753446849
"D727",32.5386797909323
"D728",17.9773370782487
"D729",7.57325010348046
"D730",11.998016006648
"D731",29.8661244790373
"D732",6.19058503235663
"D733",33.2461802383243
"D734",27.4471415723376
"D735",18.0041961537882
"D736",16.4015893931775
"D737",6.52658974873956
"D738",8.23328868683939
"D739",14.8371288368735
"D740",34.5306828156143
"D741",37.3277556394779
"D742",34.9569988903563
"D743",50.6535599792935
"D744",45.5310126529313
"D745",48.326965102983
"D746",52.8608062171914
"D747",35.0702300306283
"D748",50.8404311169496
"D749",44.5524248538142
"D750",51.8056669828986
"D751",55.908574627024
"D752",41.857431466919
"D753",52.6204583407948
"D754",52.2373014770296
"D755",47.5280314094038
"D756",48.7341207696496
"D757",48.7843764079723
"D758",37.5420891038862
"D759",36.388890199243
"D760",41.5492159106937
"D761",47.5170310516516
"D762",46.2427804866858
"D763",46.5726211108265
"D764",39.2954906032494
"D765",71.686891180613
"D766",48.8754372297564
"D767",45.3046570734755
"D768",42.469412685031
"D769",37.2185914797838
"D770",14.7952137429105
"D771",32.129017128341
"D772",20.1042169395157
"D773",24.0907158642124
"D774",28.6885571728486
"D775",39.2969943036106
"D776",24.0694235381723
"D777",36.9489847319716
"D778",46.4042226835325
"D779",25.7126181721598
"D780",43.6796367502172
"D781",23.0943277193133
"D782",57.4740406191899
"D783",19.9635155074427
"D784",12.3977407842525
"D785",9.59460210474091
"D786",44.8182712511134
"D787",35.117623043396
"D788",15.8275874551938
"D789",20.7399328109259
"D790",30.2676518944934
"D791",13.7934597066409
"D792",9.43953281623964
"D793",22.1519735127269
"D794",9.97439969446341
"D795",20.0418051116231
"D796",34.4323106330866
"D797",18.756105354665
"D798",22.5361259496023
"D799",18.379604974952
"D800",19.5347679522411
"D801",58.1654179162715
"D802",11.4765430747426
"D803",41.4331239077653
"D804",27.9561220366552
"D805",63.7960677482375
"D806",14.9995308384323
"D807",18.4448103294052
"D808",10.1028017495112
"D809",59.9309468795264
"D810",20.0231442862321
"D811",16.4543465546952
"D812",63.4555249104825
"D813",11.9676822637406
"D814",10.1777179291639
"D815",10.9636055118012
"D816",9.45950631561469
"D817",8.45673696691951
"D818",48.8291780717542
"D819",8.51030117478091
"D820",9.32321718109139
"D821",11.6340404462077
"D822",41.7908991127411
"D823",52.8499996285199
"D824",52.9530006821059
"D825",21.4518074214211
"D826",10.1268375876895
"D827",34.2758892879834
"D828",30.8033303856012
"D829",12.1531723218192
"D830",20.6474525963738
"D831",12.4058045388356
"D832",13.036493784113
"D833",23.1127218851099
"D834",12.7343123275697
"D835",22.7548390998132
"D836",26.0148488992936
"D837",13.1529508468061
"D838",47.9622604878044
"D839",22.8566130307107
"D840",14.3453862900427
"D841",14.1961794600181
"D842",10.6418492911053
"D843",16.7570625648449
"D844",16.3347560852493
"D845",23.3612104716281
"D846",47.1436244411094
"D847",51.2423119285736
"D848",41.704432845363
"D849",31.8110142951488
"D850",43.7792847934411
"D851",27.7126996380718
"D852",46.1917426938006
"D853",50.260323736304
"D854",26.9522646713183
"D855",27.1661743432782
"D856",33.9086738376456
"D857",75.8966145691566
"D858",31.8051806308101
"D859",49.791445386427
"D860",30.9194400079073
"D861",30.1171655603795
"D862",28.1815355543497
"D863",28.1641326704252
"D864",27.4740201352886
"D865",25.51607649404
"D866",21.8267906984257
"D867",15.3378890765693
"D868",21.8781215589549
"D869",22.5403125042071
"D870",21.0477964155244
"D871",13.8711433123304
"D872",19.0853298480417
"D873",22.8654489894506
"D874",18.7744620283185
"D875",14.7145212427237
"D876",14.791964897646
"D877",18.4285438782648
"D878",13.5929735266641
"D879",12.9233862206551
"D880",16.7635123594673
"D881",24.2453593443684
"D882",14.1334382033812
"D883",28.3419084034024
"D884",15.5952199478566
"D885",24.2371330309728
"D886",19.9044704179248
"D887",16.3120279980111
"D888",14.141546266352
"D889",14.9685738083877
"D890",20.8148491686599
"D891",16.3021347482333
"D892",14.5227860492905
"D893",29.5693360135251
"D894",19.4091014880542
"D895",23.4721359655253
"D896",47.6506716865633
"D897",24.2211455972519
"D898",34.2294519164446
"D899",22.8196203049208
"D900",43.2593690051004
"D901",39.1913323433026
"D902",37.9214867218855
"D903",37.0879749554196
"D904",46.9544271690009
"D905",41.6430234544618
"D906",26.301512991076
"D907",32.2807836453089
"D908",50.2862773641309
"D909",26.0159644685538
"D910",34.0010882902006
"D911",22.3816248079843
"D912",25.7728053268771
"D913",13.3790439886093
"D914",13.9566300756086
"D915",53.4643663902774
"D916",20.1954983577147
"D917",71.9335867075605
"D918",26.770099738538
"D919",52.0570814028779
"D920",43.8976316436984
"D921",51.3653760631101
"D922",17.7931679215335
"D923",19.4461872574327
"D924",14.4433554002609
"D925",22.8838601475483
"D926",21.0522511759007
"D927",56.1377151345651
"D928",54.387614067551
"D929",18.6524393415408
"D930",10.2430643267964
"D931",19.1265538137162
"D932",47.9565684978707
"D933",13.5236781422794
"D934",13.5294781827692
"D935",10.6265817978178
"D936",20.3108420535801
"D937",43.3496809145611
"D938",39.2362218215946
"D939",24.7484416642901
"D940",23.722939223971
"D941",13.0829655958352
"D942",34.1673281636444
"D943",43.1125041724387
"D944",45.0138202294482
"D945",25.5477401770521
"D946",48.4371930836602
"D947",51.6736964254058
"D948",36.0171074178763
"D949",39.1901327059204
"D950",24.562564216945
"D951",31.9651648388738
"D952",54.0454624326631
"D953",28.4673652376978
"D954",37.3127942887294
"D955",39.2885742274003
"D956",56.9978823676889
"D957",37.921602772102
"D958",28.3644621369876
"D959",46.3978970298027
"D960",24.473770077484
"D961",45.7285615810927
"D962",56.7999542441665
"D963",32.2418217587644
"D964",42.7300090225888
"D965",43.4843052464469
"D966",44.187667931713
"D967",32.5227884157091
"D968",36.29801148181
"D969",31.972675663906
"D970",33.8189346508767
"D971",26.9121698606298
"D972",31.33904787823
"D973",39.6648548453142
"D974",28.2952832575272
"D975",43.3544625235106
"D976",40.2869644471815
"D977",44.6560434252428
"D978",43.4778864921125
"D979",42.3745117928621
"D980",81.5573881291264
"D981",41.6801690924837
"D982",32.1438143139495
"D983",36.4966420888333
"D984",40.1366453147554
"D985",35.2839144473061
"D986",21.6755181081211
"D987",55.4694447832445
"D988",26.3204004276284
"D989",37.917462314584
"D990",34.0395522292967
"D991",21.857390499641
"D992",40.4937669774799
"D993",45.7025868670309
"D994",86.2153476898145
"D995",22.789729533939
"D996",14.1532646847057
"D997",21.9446020081811
"D998",62.2056752762211
"D999",45.6180400643597
"D1000",18.778794395608
"D1001",44.8783658159015
"D1002",98.3002007020034
"D1003",21.5546271313948
"D1004",23.8311809050617
"D1005",35.8489598261687
"D1006",19.066740734271
"D1007",20.4887332426333
"D1008",25.7531350733489
"D1009",24.4340849905204
"D1010",20.5280084987126
"D1011",17.5209334730033
"D1012",78.5673300314055
"D1013",35.6830884844937
"D1014",15.4459894387435
"D1015",19.2200052842729
"D1016",24.4100849493312
"D1017",28.9542277079723
"D1018",23.5530626900587
"D1019",23.3192252009634
"D1020",62.5819160812863
"D1021",39.8397145537707
"D1022",46.3503928355001
"D1023",6.43493515743297
"D1024",35.974493105612
"D1025",53.5884094029755
"D1026",31.0982536559397
"D1027",41.8631513970163
"D1028",48.9351314426817
"D1029",50.0501418108307
"D1030",25.2353215514876
"D1031",42.7123496776268
"D1032",26.004699708512
"D1033",27.1424369094666
"D1034",29.4314934032349
"D1035",32.4345237744403
"D1036",38.0273817480117
"D1037",34.5660561249732
"D1038",36.137487930644
"D1039",36.7552968814593
"D1040",56.9077941148369
"D1041",44.0950259483316
"D1042",74.2351063074068
"D1043",65.446732614094
"D1044",41.8045848208036
"D1045",34.1928468141946
"D1046",46.5815603641168
"D1047",37.0567845315911
"D1048",56.4086322681388
"D1049",50.4100651134309
"D1050",49.1923174104028
"D1051",58.8590960861281
"D1052",25.0401911462269
"D1053",5.59923332642092
"D1054",62.5366527940878
"D1055",7.13726225124259
"D1056",25.5639850084785
"D1057",13.6085623034255
"D1058",19.206305124089
"D1059",56.3422330024897
"D1060",10.7873621216902
"D1061",21.3564550353883
"D1062",26.5879172855363
"D1063",11.4676755796054
"D1064",10.0865436079623
"D1065",8.20416212405485
"D1066",60.106820559597
"D1067",15.9417767347475
"D1068",12.5650698917295
"D1069",17.9812905959337
"D1070",4.98324218996057
"D1071",6.39972306589063
"D1072",32.5334013565143
"D1073",9.45426472340403
"D1074",29.072169238879
"D1075",20.6075936082993
"D1076",34.2981849443848
"D1077",13.7472257093077
"D1078",23.1628301524265
"D1079",30.5602534148081
"D1080",62.6487175516956
"D1081",19.2428164272719
"D1082",46.1143967100235
"D1083",14.7346536151651
"D1084",12.9738471824021
"D1085",23.5204141218873
"D1086",26.7448863907473
"D1087",29.5676467596277
"D1088",17.4863531322306
"D1089",23.0765642246716
"D1090",21.3302747070089
"D1091",13.5834143906456
"D1092",35.9308073585731
"D1093",10.5501448695559
"D1094",16.8787139413407
"D1095",14.4455375046278
"D1096",34.3789924594371
"D1097",26.6999729323985
"D1098",17.3505025359402
"D1099",33.7585122056263
"D1100",27.5068170244198
"D1101",29.9229571999923
"D1102",40.4051518202485
"D1103",53.262880879412
"D1104",23.4406255194635
"D1105",22.7342759497521
"D1106",13.3096127721793
"D1107",19.2052154427948
"D1108",16.8138387030707
"D1109",16.6431089595938
"D1110",10.3791697180311
"D1111",32.6405520573938
"D1112",18.0509516596158
"D1113",21.7629466300216
"D1114",19.6643409156665
"D1115",32.7191161131348
"D1116",34.1600764598946
"D1117",8.67711696863755
"D1118",19.6897846277354
"D1119",24.7184122951724
"D1120",12.7052777523758
"D1121",26.2688734449385
"D1122",20.4236490476089
"D1123",20.7447744031367
"D1124",23.4054407198887
"D1125",15.4668821018117
"D1126",26.9137318571774
"D1127",28.3957990340244
"D1128",20.4002786797637
"D1129",26.4052695341238
"D1130",23.9715099544067
"D1131",17.7121330565919
"D1132",21.1023253499237
"D1133",50.5221368494654
"D1134",18.2364426532066
"D1135",39.968148463634
"D1136",28.9626863771307
"D1137",25.0568471591051
"D1138",23.3441886411916
"D1139",20.765509559456
"D1140",15.6925026767944
"D1141",25.5132683303158
"D1142",24.0284982719312
"D1143",32.2032386689883
"D1144",33.3666997014846
"D1145",17.5374893103454
"D1146",33.4513083168413
"D1147",22.5204898270987
"D1148",21.9403755977708
"D1149",20.2648498561118
"D1150",25.217344236061
"D1151",38.662299108791
"D1152",28.2658144938188
"D1153",34.5441885353898
"D1154",19.9958358200542
"D1155",15.5316493377235
"D1156",22.4836720274271
"D1157",24.2675610327033
"D1158",16.7879438223198
"D1159",27.4667986222052
